"Mass.Feature","FinalBMIS","Orig_RSD","FinalRSD","runDate","type","SampID","replicate","Area.with.QC","MIS","Adjusted.Area","Run.Cmpd"
"N(e)-Acetyl-Lysine","L-Isoleucine, 15N",0.223605726123993,0.122813864859482,"180821","Poo","MesoScopeQC","3",197459984,"L-Isoleucine, 15N",254859542.532243,"180821_Poo_MesoScopeQC_3 N(e)-Acetyl-Lysine"
"N(e)-Acetyl-Lysine","L-Isoleucine, 15N",0.223605726123993,0.122813864859482,"180821","Poo","MesoScopeQC","4",190117856,"L-Isoleucine, 15N",216333641.681467,"180821_Poo_MesoScopeQC_4 N(e)-Acetyl-Lysine"
"N(e)-Acetyl-Lysine","L-Isoleucine, 15N",0.223605726123993,0.122813864859482,"180821","Poo","MesoScopeQC","5",304772608,"L-Isoleucine, 15N",223506496.434364,"180821_Poo_MesoScopeQC_5 N(e)-Acetyl-Lysine"
"N(e)-Acetyl-Lysine","L-Isoleucine, 15N",0.223605726123993,0.122813864859482,"180821","Poo","MesoScopeQC","6",303507424,"L-Isoleucine, 15N",203532108.416977,"180821_Poo_MesoScopeQC_6 N(e)-Acetyl-Lysine"
"N(e)-Acetyl-Lysine","L-Isoleucine, 15N",0.223605726123993,0.122813864859482,"180821","Smp","MS10C215m","A",39383848,"L-Isoleucine, 15N",61489316.5090675,"180821_Smp_MS10C215m_A N(e)-Acetyl-Lysine"
"N(e)-Acetyl-Lysine","L-Isoleucine, 15N",0.223605726123993,0.122813864859482,"180821","Smp","MS10C215m","B",79354976,"L-Isoleucine, 15N",46724559.6947522,"180821_Smp_MS10C215m_B N(e)-Acetyl-Lysine"
"N(e)-Acetyl-Lysine","L-Isoleucine, 15N",0.223605726123993,0.122813864859482,"180821","Smp","MS10C215m","C",43627840,"L-Isoleucine, 15N",58849553.0835581,"180821_Smp_MS10C215m_C N(e)-Acetyl-Lysine"
"N(e)-Acetyl-Lysine","L-Isoleucine, 15N",0.223605726123993,0.122813864859482,"180821","Smp","MS10C2175m","A",4026854,"L-Isoleucine, 15N",2705430.87437357,"180821_Smp_MS10C2175m_A N(e)-Acetyl-Lysine"
"N(e)-Acetyl-Lysine","L-Isoleucine, 15N",0.223605726123993,0.122813864859482,"180821","Smp","MS10C2175m","B",4406152,"L-Isoleucine, 15N",3054965.23296541,"180821_Smp_MS10C2175m_B N(e)-Acetyl-Lysine"
"N(e)-Acetyl-Lysine","L-Isoleucine, 15N",0.223605726123993,0.122813864859482,"180821","Smp","MS10C2175m","C",3805463,"L-Isoleucine, 15N",4504032.770756,"180821_Smp_MS10C2175m_C N(e)-Acetyl-Lysine"
"N(e)-Acetyl-Lysine","L-Isoleucine, 15N",0.223605726123993,0.122813864859482,"180821","Smp","MS10C2DCM","A",6274336,"L-Isoleucine, 15N",4719001.5720723,"180821_Smp_MS10C2DCM_A N(e)-Acetyl-Lysine"
